"Function","Agency","Fund Type","FP Category","Fund","Subfund","Subfund Name","2025-26  Estimates","2024-25  Estimates","2023-24  Actuals","2022-23  Actuals","2021-22  Actuals","2020-21  Actuals","2019-20  Actuals","2018-19  Actuals","2017-18  Actuals","2016-17  Actuals","2015-16  Actuals","2014-15  Actuals","2013-14  Actuals","2012-13  Actuals","2011-12  Actuals","2010-11  Actuals","2009-10  Actuals","2008-09  Actuals","2007-08  Actuals","2006-07  Actuals","2005-06  Actuals","2004-05  Actuals","2003-04  Actuals","2002-03  Actuals","2001-02  Actuals","2000-01  Actuals","1999-00  Actuals","1998-99  Actuals","1997-98  Actuals","1996-97  Actuals","1995-96  Actuals","1994-95  Actuals"
"Public Protection/Criminal Justice","Criminal Justice Services, Division of","Special Revenue Funds - Other","Assistance and Grants","Miscellaneous State Special Revenue","22102","Drug Enforce Ta","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20000.0","0.0","0.0","0.0","0.0","0.0","0.0","1000.0","4000.0","6000.0","11000.0","24000.0","13000.0","24000.0","78000.0","15000.0","25000.0","15000.0","2000.0","17000.0","0.0","57000.0"
"Public Protection/Criminal Justice","Criminal Justice Services, Division of","Special Revenue Funds - Other","Non-Personal Service","Miscellaneous State Special Revenue","22102","Drug Enforce Ta","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9000.0","41000.0","20000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","44000.0","86000.0","130000.0","136000.0","78000.0","54000.0","67000.0","75000.0","126000.0","165000.0","112000.0","120000.0","158000.0","118000.0","343000.0"
"Public Protection/Criminal Justice","Criminal Justice Services, Division of","Special Revenue Funds - Other","Non-Personal Service","Miscellaneous State Special Revenue","22190","Conference&Sign","0.0","0.0","0.0","0.0","0.0","0.0","45000.0","35000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-3000.0","19000.0","-39000.0","-26000.0","85000.0","0.0","6000.0","1000.0","5000.0","43000.0","64000.0","60000.0","67000.0","48000.0","92000.0","79000.0","86000.0"
"Public Protection/Criminal Justice","Criminal Justice Services, Division of","Special Revenue Funds - Other","Assistance and Grants","Miscellaneous State Special Revenue","22248","CJ Discov Comp","0.0","0.0","2491000.0","12532000.0","34137000.0","438000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Criminal Justice Services, Division of","Special Revenue Funds - Other","Assistance and Grants","State Police Motor Vehicle Law Enforcement and MV Theft & Ins Fraud Prevention","22801","MVTIFA","4237000.0","4237000.0","3340000.0","3368000.0","4504000.0","2848000.0","3293000.0","3858000.0","3755000.0","3090000.0","4072000.0","3425000.0","3379000.0","3723000.0","3665000.0","4937000.0","4519000.0","5625000.0","5642000.0","5363000.0","4737000.0","5105000.0","5278000.0","3436000.0","4274000.0","2436000.0","1289000.0","59000.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Criminal Justice Services, Division of","Special Revenue Funds - Other","Fringe Benefits","State Police Motor Vehicle Law Enforcement and MV Theft & Ins Fraud Prevention","22801","MVTIFA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","35000.0","33000.0","41000.0","60000.0","70000.0","64000.0","61000.0","86000.0","83000.0","90000.0","148000.0","106000.0","107000.0","23000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Criminal Justice Services, Division of","Special Revenue Funds - Other","Indirect Costs","State Police Motor Vehicle Law Enforcement and MV Theft & Ins Fraud Prevention","22801","MVTIFA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2000.0","2000.0","2000.0","3000.0","4000.0","4000.0","4000.0","6000.0","9000.0","8000.0","12000.0","10000.0","7000.0","2000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Criminal Justice Services, Division of","Special Revenue Funds - Other","Non-Personal Service","State Police Motor Vehicle Law Enforcement and MV Theft & Ins Fraud Prevention","22801","MVTIFA","8000.0","8000.0","0.0","0.0","0.0","0.0","1000.0","6000.0","4000.0","6000.0","4000.0","1000.0","8000.0","9000.0","4000.0","4000.0","4000.0","17000.0","36000.0","23000.0","23000.0","36000.0","18000.0","26000.0","40000.0","26000.0","1000.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Criminal Justice Services, Division of","Special Revenue Funds - Other","Personal Service","State Police Motor Vehicle Law Enforcement and MV Theft & Ins Fraud Prevention","22801","MVTIFA","138000.0","135000.0","88000.0","119000.0","140000.0","125000.0","117000.0","108000.0","94000.0","118000.0","107000.0","127000.0","104000.0","128000.0","123000.0","139000.0","215000.0","244000.0","265000.0","232000.0","206000.0","148000.0","136000.0","127000.0","121000.0","71000.0","14000.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Disaster Assistance","Capital Projects Funds - Other","Capital Projects","Capital Projects Fund","30000","Capital Project","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1776000.0","17754000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Disaster Assistance","General Fund","Assistance and Grants","Local Assistance Account","10000","Local Assistnce","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2726000.0","32571000.0","19990000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Disaster Assistance","General Fund","Non-Personal Service","State Operations Account","10050","State Purposes","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-50021000.0","-1427000.0","17566000.0","26885000.0","11126000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Disaster Assistance","General Fund","Personal Service","State Operations Account","10050","State Purposes","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-1768000.0","-9310000.0","-17031000.0","24884000.0","9685000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Capital Projects Funds - Other","Assistance and Grants","Capital Projects Fund","30000","Capital Project","34228000.0","33557000.0","21366000.0","20105000.0","26491000.0","12101000.0","17925000.0","19127000.0","21909000.0","18771000.0","71490000.0","81000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Capital Projects Funds - Other","Capital Projects","Capital Projects Fund","30000","Capital Project","0.0","-19391000.0","5564000.0","7174000.0","-36412000.0","89863000.0","5857000.0","4690000.0","6016000.0","1320000.0","1279000.0","349000.0","887000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Capital Projects Funds - Other","Assistance and Grants","Capital Projects Fund","300CC","CPF - Auth Bond","8000000.0","2000000.0","0.0","30500000.0","0.0","33956000.0","43863000.0","0.0","33098000.0","35415000.0","25400000.0","28225000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Capital Projects Funds - Other","Capital Projects","Capital Projects Fund","300CC","CPF - Auth Bond","40550000.0","40550000.0","797000.0","1150000.0","67000.0","3196000.0","17031000.0","2946000.0","5259000.0","1135000.0","924000.0","8307000.0","8409000.0","5139000.0","4476000.0","2416000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Capital Projects Funds - Other","Assistance and Grants","Capital Projects Fund","300IG","CPF-Interop Gr","0.0","0.0","0.0","256000.0","949000.0","1149000.0","5657000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Capital Projects Funds - Other","Capital Projects","Capital Projects Fund","300IG","CPF-Interop Gr","3675000.0","2755000.0","545000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Capital Projects Funds - Other","Assistance and Grants","NYS Storm Recovery Fund","33000","Storm Recovery","0.0","0.0","0.0","-15066000.0","7386000.0","880000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Capital Projects Funds - Other","Capital Projects","NYS Storm Recovery Fund","33000","Storm Recovery","0.0","0.0","700000.0","11410000.0","11251000.0","7625000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Capital Projects Funds - Other","Assistance and Grants","NYS Storm Recovery Fund","330CC","Storm Recovery","0.0","0.0","0.0","0.0","0.0","0.0","-6292000.0","8721000.0","1686000.0","1861000.0","824000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Capital Projects Funds - Other","Capital Projects","NYS Storm Recovery Fund","330CC","Storm Recovery","0.0","0.0","0.0","0.0","0.0","0.0","-8380000.0","4337000.0","17396000.0","5989000.0","4477000.0","33286000.0","10000000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Capital Projects Funds - Other","Non-Personal Service","NYS Storm Recovery Fund","330CC","Storm Recovery","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","85000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","General Fund","Assistance and Grants","Community Projects Fund","10253","Comm Proj CC","0.0","0.0","0.0","10000.0","53000.0","68000.0","119000.0","197000.0","352000.0","308000.0","183000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","General Fund","Assistance and Grants","Community Projects Fund","10255","Comm Proj EE","0.0","0.0","0.0","0.0","0.0","0.0","29000.0","36000.0","130000.0","27000.0","90000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","General Fund","Assistance and Grants","Local Assistance Account","10000","Local Assistnce","17603000.0","44064000.0","5817000.0","66643000.0","3879000.0","3412000.0","5404000.0","3955000.0","3404000.0","5166000.0","-15806000.0","31256000.0","-9537000.0","81684000.0","19575000.0","17552000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","General Fund","Non-Personal Service","State Operations Account","10050","State Purposes","9409000.0","6462000.0","3571000.0","695000.0","0.0","0.0","0.0","0.0","0.0","147000.0","2246000.0","2063000.0","183000.0","2318000.0","794000.0","6318000.0","10769000.0","9822000.0","10264000.0","8763000.0","5996000.0","5013000.0","3423000.0","2614000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","General Fund","Personal Service","State Operations Account","10050","State Purposes","11171000.0","7244000.0","3384000.0","942000.0","70000.0","266000.0","1000000.0","1000000.0","1070000.0","992000.0","2072000.0","4789000.0","6688000.0","6404000.0","6637000.0","6197000.0","10896000.0","8358000.0","7152000.0","4211000.0","3146000.0","1955000.0","1294000.0","1149000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Special Revenue Funds - Federal","Assistance and Grants","Federal Miscellaneous Operating Grants Fund","25300","Fed Oper Grant","2108000000.0","3978000000.0","4257688000.0","3030310000.0","1579840000.0","1862379000.0","1300326000.0","1050501000.0","1342908000.0","1254509000.0","1722015000.0","2228504000.0","1774951000.0","1353872000.0","408619000.0","308771000.0","265657000.0","72145000.0","21767000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Special Revenue Funds - Federal","Fringe Benefits","Federal Miscellaneous Operating Grants Fund","25300","Fed Oper Grant","7000000.0","7000000.0","6576000.0","6929000.0","5708000.0","5278000.0","3939000.0","8483000.0","6654000.0","6722000.0","9450000.0","8244000.0","5427000.0","2158000.0","3830000.0","2847000.0","1353000.0","0.0","741000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Special Revenue Funds - Federal","Indirect Costs","Federal Miscellaneous Operating Grants Fund","25300","Fed Oper Grant","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10000.0","30000.0","0.0","0.0","64000.0","258000.0","733000.0","0.0","22000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Special Revenue Funds - Federal","Non-Personal Service","Federal Miscellaneous Operating Grants Fund","25300","Fed Oper Grant","25000000.0","25000000.0","31338000.0","24385000.0","16626000.0","19317000.0","16024000.0","18085000.0","17581000.0","26673000.0","74354000.0","78212000.0","87803000.0","9089000.0","13106000.0","6241000.0","869000.0","2782000.0","8487000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Special Revenue Funds - Federal","Personal Service","Federal Miscellaneous Operating Grants Fund","25300","Fed Oper Grant","15000000.0","15000000.0","16011000.0","12688000.0","13101000.0","12304000.0","8501000.0","13853000.0","11288000.0","9988000.0","13992000.0","20863000.0","31055000.0","10459000.0","7647000.0","5913000.0","2477000.0","2485000.0","1146000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Special Revenue Funds - Federal","Fringe Benefits","Federal Miscellaneous Operating Grants Fund","253FS","Federal Stimulu","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","65000.0","327000.0","445000.0","40000.0","66000.0","69000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Special Revenue Funds - Federal","Indirect Costs","Federal Miscellaneous Operating Grants Fund","253FS","Federal Stimulu","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1000.0","0.0","17000.0","33000.0","9000.0","15000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Special Revenue Funds - Federal","Non-Personal Service","Federal Miscellaneous Operating Grants Fund","253FS","Federal Stimulu","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1953000.0","1377000.0","172000.0","569000.0","298000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Special Revenue Funds - Federal","Personal Service","Federal Miscellaneous Operating Grants Fund","253FS","Federal Stimulu","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12000.0","429000.0","607000.0","549000.0","351000.0","337000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Special Revenue Funds - Federal","Fringe Benefits","Federal Miscellaneous Operating Grants Fund","25542","Cares Act","0.0","0.0","0.0","0.0","5551000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Special Revenue Funds - Federal","Non-Personal Service","Federal Miscellaneous Operating Grants Fund","25542","Cares Act","0.0","0.0","0.0","0.0","66073000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Special Revenue Funds - Federal","Personal Service","Federal Miscellaneous Operating Grants Fund","25542","Cares Act","0.0","0.0","0.0","0.0","9618000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Special Revenue Funds - Federal","Fringe Benefits","Federal USDA / Food and Nutrition Services Fund","25000","Fed USDA/FNS","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Special Revenue Funds - Federal","Personal Service","Federal USDA / Food and Nutrition Services Fund","25000","Fed USDA/FNS","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Special Revenue Funds - Other","Assistance and Grants","Combined Expendable Trust","20150","Emergency Serv","3349000.0","3349000.0","1896000.0","1939000.0","2306000.0","398000.0","2818000.0","1237000.0","1137000.0","1705000.0","2894000.0","2192000.0","835000.0","2194000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Special Revenue Funds - Other","Fringe Benefits","Combined Expendable Trust","20150","Emergency Serv","0.0","0.0","0.0","0.0","7000.0","6000.0","30000.0","48000.0","28000.0","27000.0","32000.0","59000.0","65000.0","54000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Special Revenue Funds - Other","Indirect Costs","Combined Expendable Trust","20150","Emergency Serv","0.0","0.0","0.0","0.0","0.0","0.0","2000.0","2000.0","4000.0","2000.0","1000.0","3000.0","4000.0","3000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Special Revenue Funds - Other","Non-Personal Service","Combined Expendable Trust","20150","Emergency Serv","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Special Revenue Funds - Other","Personal Service","Combined Expendable Trust","20150","Emergency Serv","0.0","0.0","0.0","0.0","11000.0","9000.0","56000.0","54000.0","54000.0","34000.0","61000.0","98000.0","116000.0","98000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Special Revenue Funds - Other","Non-Personal Service","Miscellaneous State Special Revenue","21919","Cyber Sec Upgr","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","54000.0","952000.0","1101000.0","565000.0","1548000.0","1697000.0","338000.0","694000.0","648000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Special Revenue Funds - Other","Assistance and Grants","Miscellaneous State Special Revenue","21944","Radiology","3000000.0","3000000.0","2750000.0","3000000.0","3000000.0","3000000.0","3000000.0","3000000.0","3000000.0","3000000.0","3000000.0","3000000.0","3675000.0","2325000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Special Revenue Funds - Other","Fringe Benefits","Miscellaneous State Special Revenue","21944","Radiology","489000.0","489000.0","402000.0","328000.0","194000.0","342000.0","358000.0","544000.0","415000.0","415000.0","341000.0","239000.0","456000.0","267000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Special Revenue Funds - Other","Indirect Costs","Miscellaneous State Special Revenue","21944","Radiology","32000.0","32000.0","16000.0","16000.0","9000.0","15000.0","19000.0","27000.0","18000.0","19000.0","16000.0","10000.0","20000.0","15000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Special Revenue Funds - Other","Non-Personal Service","Miscellaneous State Special Revenue","21944","Radiology","181000.0","177000.0","69000.0","98000.0","141000.0","3000.0","33000.0","83000.0","252000.0","215000.0","846000.0","246000.0","773000.0","260000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Special Revenue Funds - Other","Personal Service","Miscellaneous State Special Revenue","21944","Radiology","825000.0","809000.0","604000.0","516000.0","310000.0","567000.0","575000.0","699000.0","833000.0","717000.0","667000.0","342000.0","562000.0","676000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Special Revenue Funds - Other","Fringe Benefits","Miscellaneous State Special Revenue","21953","NY Fire Academy","258000.0","258000.0","107000.0","125000.0","154000.0","105000.0","175000.0","171000.0","172000.0","224000.0","134000.0","89000.0","115000.0","73000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Special Revenue Funds - Other","Indirect Costs","Miscellaneous State Special Revenue","21953","NY Fire Academy","10000.0","10000.0","4000.0","6000.0","7000.0","5000.0","9000.0","10000.0","9000.0","8000.0","3000.0","4000.0","9000.0","6000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Special Revenue Funds - Other","Non-Personal Service","Miscellaneous State Special Revenue","21953","NY Fire Academy","374000.0","365000.0","144000.0","167000.0","101000.0","83000.0","394000.0","186000.0","246000.0","183000.0","344000.0","114000.0","252000.0","364000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Special Revenue Funds - Other","Personal Service","Miscellaneous State Special Revenue","21953","NY Fire Academy","326000.0","320000.0","154000.0","187000.0","264000.0","180000.0","276000.0","417000.0","428000.0","350000.0","347000.0","203000.0","267000.0","307000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Special Revenue Funds - Other","Fringe Benefits","Miscellaneous State Special Revenue","21992","Critical Infras","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","196000.0","98000.0","161000.0","137000.0","85000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Public Protection/Criminal Justice","Homeland Security and Emergency Services, Division of","Special Revenue Funds - Other","Indirect Costs","Miscellaneous State Special Revenue","21992","Critical Infras","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","225000.0","13000.0","8000.0","13000.0","10000.0","6000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
